INFO:megatron.core.datasets.blended_megatron_dataset_config:Let split_matrix = [(0, 0.949), (0.949, 0.999), (0.999, 1.0)]
> building train, validation, and test datasets for GPT ...
INFO:megatron.core.datasets.blended_megatron_dataset_builder:Building GPTDataset splits with sizes=(51200000, 517120, 5120) and config=GPTDatasetConfig(random_seed=1234, sequence_length=1024, blend=(['/work/09796/shuyuanfan4814/vista/data/my-gpt2_text_document'], None), blend_per_split=None, split='949,50,1', split_matrix=[(0, 0.949), (0.949, 0.999), (0.999, 1.0)], num_dataset_builder_threads=1, path_to_cache=None, mmap_bin_files=True, mock=False, tokenizer=<megatron.training.tokenizer.tokenizer._GPT2BPETokenizer object at 0x4003333abcb0>, mid_level_dataset_surplus=0.005, reset_position_ids=False, reset_attention_mask=False, eod_mask_loss=False, create_attention_mask=True, drop_last_partial_validation_sequence=True, add_extra_token_to_sequence=True, object_storage_cache_path=None)
INFO:megatron.core.datasets.indexed_dataset:Load the _IndexReader from /work/09796/shuyuanfan4814/vista/data/my-gpt2_text_document.idx
INFO:megatron.core.datasets.indexed_dataset:	Extract the sequence lengths
INFO:megatron.core.datasets.indexed_dataset:	Extract the sequence pointers
INFO:megatron.core.datasets.indexed_dataset:	Extract the document indices
INFO:megatron.core.datasets.indexed_dataset:> total number of sequences: 8013769
INFO:megatron.core.datasets.indexed_dataset:> total number of documents: 8013769
INFO:megatron.core.datasets.gpt_dataset:Load the GPTDataset train indices
INFO:megatron.core.datasets.gpt_dataset:	Load the document index from e05267692393c24a09b70875ae8cd3ce-GPTDataset-train-document_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the sample index from e05267692393c24a09b70875ae8cd3ce-GPTDataset-train-sample_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the shuffle index from e05267692393c24a09b70875ae8cd3ce-GPTDataset-train-shuffle_index.npy
INFO:megatron.core.datasets.gpt_dataset:> total number of samples: 58641728
INFO:megatron.core.datasets.gpt_dataset:Load the GPTDataset valid indices
INFO:megatron.core.datasets.gpt_dataset:	Load the document index from 3183893d14b983681436ac571ce59b2b-GPTDataset-valid-document_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the sample index from 3183893d14b983681436ac571ce59b2b-GPTDataset-valid-sample_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the shuffle index from 3183893d14b983681436ac571ce59b2b-GPTDataset-valid-shuffle_index.npy
INFO:megatron.core.datasets.gpt_dataset:> total number of samples: 883900
INFO:megatron.core.datasets.gpt_dataset:Load the GPTDataset test indices
INFO:megatron.core.datasets.gpt_dataset:	Load the document index from c5c585bc71e67aad67987fe349f1e30d-GPTDataset-test-document_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the sample index from c5c585bc71e67aad67987fe349f1e30d-GPTDataset-test-sample_index.npy
INFO:megatron.core.datasets.gpt_dataset:	Load the shuffle index from c5c585bc71e67aad67987fe349f1e30d-GPTDataset-test-shuffle_index.npy
INFO:megatron.core.datasets.gpt_dataset:> total number of samples: 8801
> finished creating GPT datasets ...
[after dataloaders are built] datetime: 2025-09-07 14:01:02 
done with setup ...
training ...
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (1573.02, 1721.23)
    train/valid/test-data-iterators-setup ..........: (314.07, 318.40)
Setting rerun_state_machine.current_iteration to 0...
[before the start of training step] datetime: 2025-09-07 14:01:02 
Number of parameters in transformer block in billions:  1.47
Number of parameters in embedding layers in billions: 0.08
Total number of parameters in billions: 1.56
Number of parameters in most loaded shard in billions: 1.5554
Theoretical memory footprints: weight and optimizer=26699.47 MB
 [2025-09-07 14:01:46] iteration       10/  100000 | consumed samples:         5120 | elapsed time per iteration (ms): 4394.1 | learning rate: 7.500000E-07 | global batch size:   512 | lm loss: 1.101008E+01 | loss scale: 1.0 | grad norm: 40.908 | num zeros: 16.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[Rank 0] (after 10 iterations) memory (MB) | allocated: 27004.25927734375 | max allocated: 75253.83740234375 | reserved: 81208.0 | max reserved: 81208.0
 [2025-09-07 14:02:26] iteration       20/  100000 | consumed samples:        10240 | elapsed time per iteration (ms): 4023.4 | learning rate: 1.500000E-06 | global batch size:   512 | lm loss: 9.525948E+00 | loss scale: 1.0 | grad norm: 7.126 | num zeros: 30.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:03:06] iteration       30/  100000 | consumed samples:        15360 | elapsed time per iteration (ms): 4031.7 | learning rate: 2.250000E-06 | global batch size:   512 | lm loss: 8.954100E+00 | loss scale: 1.0 | grad norm: 3.508 | num zeros: 26.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:03:47] iteration       40/  100000 | consumed samples:        20480 | elapsed time per iteration (ms): 4032.1 | learning rate: 3.000000E-06 | global batch size:   512 | lm loss: 8.762875E+00 | loss scale: 1.0 | grad norm: 2.458 | num zeros: 25.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:04:27] iteration       50/  100000 | consumed samples:        25600 | elapsed time per iteration (ms): 4040.2 | learning rate: 3.750000E-06 | global batch size:   512 | lm loss: 8.572592E+00 | loss scale: 1.0 | grad norm: 3.045 | num zeros: 13.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:05:07] iteration       60/  100000 | consumed samples:        30720 | elapsed time per iteration (ms): 4036.5 | learning rate: 4.500000E-06 | global batch size:   512 | lm loss: 8.393286E+00 | loss scale: 1.0 | grad norm: 5.364 | num zeros: 19.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:05:48] iteration       70/  100000 | consumed samples:        35840 | elapsed time per iteration (ms): 4047.5 | learning rate: 5.250000E-06 | global batch size:   512 | lm loss: 8.230631E+00 | loss scale: 1.0 | grad norm: 4.504 | num zeros: 9.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:06:28] iteration       80/  100000 | consumed samples:        40960 | elapsed time per iteration (ms): 4046.8 | learning rate: 6.000000E-06 | global batch size:   512 | lm loss: 8.075178E+00 | loss scale: 1.0 | grad norm: 2.366 | num zeros: 29.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:07:09] iteration       90/  100000 | consumed samples:        46080 | elapsed time per iteration (ms): 4048.4 | learning rate: 6.750000E-06 | global batch size:   512 | lm loss: 7.951910E+00 | loss scale: 1.0 | grad norm: 3.712 | num zeros: 14.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:07:49] iteration      100/  100000 | consumed samples:        51200 | elapsed time per iteration (ms): 4047.7 | learning rate: 7.500000E-06 | global batch size:   512 | lm loss: 7.826891E+00 | loss scale: 1.0 | grad norm: 2.842 | num zeros: 16.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:08:30] iteration      110/  100000 | consumed samples:        56320 | elapsed time per iteration (ms): 4054.8 | learning rate: 8.250000E-06 | global batch size:   512 | lm loss: 7.704072E+00 | loss scale: 1.0 | grad norm: 3.709 | num zeros: 17.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:09:10] iteration      120/  100000 | consumed samples:        61440 | elapsed time per iteration (ms): 4051.2 | learning rate: 9.000000E-06 | global batch size:   512 | lm loss: 7.605602E+00 | loss scale: 1.0 | grad norm: 4.365 | num zeros: 20.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-09-07 14:09:51] iteration      130/  100000 | consumed samples:        66560 | elapsed time per iteration (ms): 4059.2 | learning rate: 9.750000E-06 | global batch size:   512 | lm loss: 7.494849E+00 | loss scale: 1.0 | grad norm: 3.630 | num zeros: 21.0 | number of skipped iterations:   0 | number of nan iterations:   0 |
